batter,bowler,Runs,Balls,Outs,StrikeRate
RV Uthappa,S Nadeem,60,42,2,142.85714285714286
RV Uthappa,S Sreesanth,56,20,0,280.0
RV Uthappa,S Tyagi,5,4,0,125.0
RV Uthappa,SA Abbott,9,6,0,150.0
RV Uthappa,SB Jakati,15,11,1,136.36363636363635
RV Uthappa,SB Joshi,2,6,0,33.33333333333333
RV Uthappa,SB Styris,0,2,1,0.0
RV Uthappa,SC Ganguly,5,6,0,83.33333333333334
RV Uthappa,SJ Srivastava,8,6,0,133.33333333333331
RV Uthappa,SK Raina,17,14,0,121.42857142857142
RV Uthappa,SK Trivedi,45,38,0,118.42105263157893
RV Uthappa,SK Warne,35,23,3,152.17391304347828
RV Uthappa,SL Malinga,76,81,1,93.82716049382715
RV Uthappa,SM Curran,1,1,0,100.0
RV Uthappa,SMSM Senanayake,5,6,1,83.33333333333334
RV Uthappa,SN Thakur,9,11,0,81.81818181818183
RV Uthappa,SP Narine,18,19,1,94.73684210526315
RV Uthappa,SR Tendulkar,18,9,0,200.0
RV Uthappa,SR Watson,64,57,2,112.28070175438596
RV Uthappa,ST Jayasuriya,18,8,0,225.0
RV Uthappa,STR Binny,20,23,1,86.95652173913044
RV Uthappa,SW Tait,2,6,1,33.33333333333333
RV Uthappa,Sandeep Sharma,69,56,3,123.21428571428572
RV Uthappa,Shahbaz Ahmed,6,5,0,120.0
RV Uthappa,Shahid Afridi,6,10,1,60.0
RV Uthappa,Shakib Al Hasan,44,31,0,141.93548387096774
RV Uthappa,Shivam Mavi,17,10,0,170.0
RV Uthappa,Shoaib Akhtar,1,2,0,50.0
RV Uthappa,Sohail Tanvir,0,3,0,0.0
RV Uthappa,Swapnil Singh,16,9,0,177.77777777777777
RV Uthappa,T Thushara,2,6,0,33.33333333333333
RV Uthappa,TA Boult,11,13,1,84.61538461538461
RV Uthappa,TG Southee,28,21,0,133.33333333333331
RV Uthappa,TK Curran,7,8,1,87.5
RV Uthappa,TM Dilshan,21,9,0,233.33333333333334
RV Uthappa,TS Mills,4,2,0,200.0
RV Uthappa,TU Deshpande,10,9,0,111.11111111111111
RV Uthappa,UT Yadav,34,39,2,87.17948717948718
RV Uthappa,V Shankar,4,3,0,133.33333333333331
RV Uthappa,VG Arora,8,6,1,133.33333333333331
RV Uthappa,VR Aaron,15,13,1,115.38461538461537
RV Uthappa,VRV Singh,4,3,1,133.33333333333331
RV Uthappa,VY Mahesh,17,12,1,141.66666666666669
RV Uthappa,WD Parnell,7,10,1,70.0
RV Uthappa,Washington Sundar,49,27,1,181.4814814814815
RV Uthappa,Y Venugopal Rao,1,4,1,25.0
RV Uthappa,YA Abdulla,13,5,0,260.0
RV Uthappa,YK Pathan,2,6,1,33.33333333333333
RV Uthappa,YS Chahal,44,41,3,107.31707317073172
RV Uthappa,Yash Dayal,2,6,0,33.33333333333333
RV Uthappa,Yuvraj Singh,16,17,2,94.11764705882352
RV Uthappa,Z Khan,42,43,2,97.67441860465115
Rahmanullah Gurbaz,Akash Deep,9,8,0,112.5
Rahmanullah Gurbaz,Arjun Tendulkar,4,5,0,80.0
Rahmanullah Gurbaz,Arshdeep Singh,16,12,0,133.33333333333331
Rahmanullah Gurbaz,B Kumar,22,20,1,110.00000000000001
Rahmanullah Gurbaz,C Green,2,4,0,50.0
Rahmanullah Gurbaz,D Jansen,1,2,0,50.0
Rahmanullah Gurbaz,DJ Willey,6,8,0,75.0
Rahmanullah Gurbaz,DL Chahar,1,5,1,20.0
Rahmanullah Gurbaz,HH Pandya,20,8,0,250.0
Rahmanullah Gurbaz,HV Patel,1,1,0,100.0
Rahmanullah Gurbaz,J Little,14,12,0,116.66666666666667
Rahmanullah Gurbaz,JD Unadkat,5,2,0,250.0
Rahmanullah Gurbaz,K Gowtham,1,2,0,50.0
Rahmanullah Gurbaz,KH Pandya,2,4,0,50.0
Rahmanullah Gurbaz,KV Sharma,9,7,1,128.57142857142858
Rahmanullah Gurbaz,M Jansen,0,1,1,0.0
Rahmanullah Gurbaz,MG Bracewell,15,6,0,250.0
Rahmanullah Gurbaz,MM Sharma,1,1,0,100.0
Rahmanullah Gurbaz,Mohammed Shami,22,14,1,157.14285714285714
Rahmanullah Gurbaz,Mohammed Siraj,12,12,0,100.0
Rahmanullah Gurbaz,NT Ellis,0,5,2,0.0
Rahmanullah Gurbaz,Noor Ahmad,9,5,1,180.0
Rahmanullah Gurbaz,PJ Cummins,15,13,0,115.38461538461537
Rahmanullah Gurbaz,PP Chawla,1,2,1,50.0
Rahmanullah Gurbaz,R Dhawan,4,4,0,100.0
Rahmanullah Gurbaz,Rashid Khan,30,12,0,250.0
Rahmanullah Gurbaz,Ravi Bishnoi,5,7,0,71.42857142857143
Rahmanullah Gurbaz,SM Curran,17,8,0,212.5
Rahmanullah Gurbaz,Sandeep Sharma,18,11,0,163.63636363636365
Rahmanullah Gurbaz,Shahbaz Ahmed,18,13,1,138.46153846153845
Rahmanullah Gurbaz,T Natarajan,7,10,1,70.0
Rahmanullah Gurbaz,TA Boult,0,1,1,0.0
Rahmanullah Gurbaz,Yash Thakur,2,3,1,66.66666666666666
Ramandeep Singh,A Nortje,8,3,0,266.66666666666663
Ramandeep Singh,AD Russell,0,1,1,0.0
Ramandeep Singh,Akash Deep,1,4,0,25.0
Ramandeep Singh,C Green,2,2,0,100.0
Ramandeep Singh,CV Varun,6,6,0,100.0
Ramandeep Singh,Fazalhaq Farooqi,14,7,0,200.0
Ramandeep Singh,HH Pandya,3,2,0,150.0
Ramandeep Singh,HV Patel,8,5,1,160.0
Ramandeep Singh,I Sharma,2,2,1,100.0
Ramandeep Singh,JJ Bumrah,10,7,1,142.85714285714286
Ramandeep Singh,KK Ahmed,4,2,0,200.0
Ramandeep Singh,KR Sen,1,1,0,100.0
Ramandeep Singh,M Jansen,7,3,0,233.33333333333334
Ramandeep Singh,M Markande,9,5,0,180.0
Ramandeep Singh,M Theekshana,7,4,1,175.0
Ramandeep Singh,Mohammed Siraj,17,6,0,283.33333333333337
Ramandeep Singh,N Thushara,6,4,0,150.0
Ramandeep Singh,PJ Cummins,11,5,1,220.00000000000003
Ramandeep Singh,PWH de Silva,1,4,0,25.0
Ramandeep Singh,R Ravindra,2,2,0,100.0
Ramandeep Singh,RA Jadeja,4,6,0,66.66666666666666
Ramandeep Singh,SN Thakur,1,1,0,100.0
Ramandeep Singh,SP Narine,4,7,0,57.14285714285714
Ramandeep Singh,Shahbaz Ahmed,10,6,0,166.66666666666669
Ramandeep Singh,VR Iyer,2,3,0,66.66666666666666
Ramandeep Singh,Yash Dayal,5,2,0,250.0
Ramandeep Singh,Yash Thakur,10,2,0,500.0
Ramandeep Singh,Yudhvir Singh,15,4,0,375.0
Rashid Khan,A Nortje,3,5,0,60.0
Rashid Khan,AD Russell,1,2,0,50.0
Rashid Khan,AR Patel,19,15,1,126.66666666666666
Rashid Khan,AS Joseph,0,1,1,0.0
Rashid Khan,Akash Madhwal,1,1,0,100.0
Rashid Khan,Arshdeep Singh,1,3,2,33.33333333333333
Rashid Khan,Avesh Khan,20,15,1,133.33333333333331
Rashid Khan,B Kumar,11,6,1,183.33333333333331
Rashid Khan,BA Stokes,3,3,0,100.0
Rashid Khan,C Green,16,10,0,160.0
Rashid Khan,CH Morris,0,1,1,0.0
Rashid Khan,CJ Jordan,52,19,1,273.6842105263158
Rashid Khan,CV Varun,1,1,0,100.0
Rashid Khan,DJ Bravo,26,18,1,144.44444444444443
Rashid Khan,DL Chahar,16,7,0,228.57142857142856
Rashid Khan,DR Sams,1,1,0,100.0
Rashid Khan,G Coetzee,4,3,0,133.33333333333331
Rashid Khan,HV Patel,11,11,2,100.0
Rashid Khan,I Sharma,3,2,0,150.0
Rashid Khan,JC Archer,12,8,1,150.0
Rashid Khan,JD Unadkat,7,8,1,87.5
Rashid Khan,JJ Bumrah,3,7,4,42.857142857142854
Rashid Khan,JP Behrendorff,13,6,0,216.66666666666666
Rashid Khan,JR Hazlewood,9,4,0,225.0
Rashid Khan,K Kartikeya,30,11,0,272.7272727272727
Rashid Khan,K Khejroliya,1,2,1,50.0
Rashid Khan,K Rabada,11,7,2,157.14285714285714
Rashid Khan,KA Pollard,2,6,0,33.33333333333333
Rashid Khan,KH Pandya,4,3,0,133.33333333333331
Rashid Khan,KK Ahmed,2,4,0,50.0
Rashid Khan,KMA Paul,0,1,1,0.0
Rashid Khan,KR Sen,7,5,0,140.0
Rashid Khan,KV Sharma,11,3,0,366.66666666666663
Rashid Khan,Kuldeep Yadav,10,7,0,142.85714285714286
Rashid Khan,M Jansen,18,4,0,450.0
Rashid Khan,M Markande,1,4,0,25.0
Rashid Khan,M Pathirana,13,10,1,130.0
Rashid Khan,M Prasidh Krishna,22,7,1,314.2857142857143
Rashid Khan,M Theekshana,5,5,0,100.0
Rashid Khan,Mohammed Shami,3,3,0,100.0
Rashid Khan,Mohammed Siraj,24,16,0,150.0
Rashid Khan,Mukesh Kumar,16,10,1,160.0
Rashid Khan,Mustafizur Rahman,0,5,2,0.0
Rashid Khan,NM Coulter-Nile,9,4,0,225.0
Rashid Khan,Navdeep Saini,1,4,1,25.0
Rashid Khan,O Thomas,0,1,0,0.0
Rashid Khan,PP Chawla,2,4,0,50.0
Rashid Khan,R Ashwin,10,5,0,200.0
Rashid Khan,Rasikh Salam,5,3,0,166.66666666666669
Rashid Khan,S Dube,5,2,0,250.0
Rashid Khan,S Gopal,1,1,0,100.0
Rashid Khan,S Kaul,11,3,0,366.66666666666663
Rashid Khan,SL Malinga,1,2,0,50.0
Rashid Khan,SN Thakur,17,12,1,141.66666666666669
Rashid Khan,Sandeep Sharma,7,2,1,350.0
Rashid Khan,Shivam Mavi,16,7,1,228.57142857142856
Rashid Khan,T Natarajan,2,3,1,66.66666666666666
Rashid Khan,T Stubbs,6,2,0,300.0
Rashid Khan,TA Boult,0,1,1,0.0
Rashid Khan,TG Southee,4,7,2,57.14285714285714
Rashid Khan,TU Deshpande,15,9,1,166.66666666666669
Rashid Khan,VR Aaron,13,5,0,260.0
Rashid Khan,Vijaykumar Vyshak,7,3,0,233.33333333333334
Rashid Khan,Yash Dayal,0,2,1,0.0
Rashid Khan,Yash Thakur,0,3,1,0.0
Rasikh Salam,C Green,1,3,1,33.33333333333333
Rasikh Salam,CV Varun,1,3,0,33.33333333333333
Rasikh Salam,Harshit Rana,5,4,1,125.0
Rasikh Salam,K Rabada,5,4,0,125.0
Rasikh Salam,KK Ahmed,4,2,0,200.0
Rasikh Salam,KV Sharma,1,3,0,33.33333333333333
Rasikh Salam,LH Ferguson,6,4,0,150.0
Rasikh Salam,MA Starc,1,3,0,33.33333333333333
Rasikh Salam,Mustafizur Rahman,3,3,0,100.0
Rasikh Salam,SN Thakur,0,1,1,0.0
Rasikh Salam,SP Narine,1,3,0,33.33333333333333
Rasikh Salam,Sandeep Sharma,1,1,1,100.0
Rasikh Salam,TA Boult,8,2,0,400.0
Rasikh Salam,VG Arora,1,2,1,50.0
Rasikh Salam,WG Jacks,2,2,0,100.0
Ravi Bishnoi,AS Joseph,4,5,0,80.0
Ravi Bishnoi,Akash Madhwal,0,2,1,0.0
Ravi Bishnoi,CV Varun,1,1,0,100.0
Ravi Bishnoi,HV Patel,6,8,0,75.0
Ravi Bishnoi,Harshit Rana,1,2,1,50.0
Ravi Bishnoi,JL Pattinson,1,4,0,25.0
Ravi Bishnoi,JP Behrendorff,2,3,0,66.66666666666666
Ravi Bishnoi,KK Ahmed,0,1,0,0.0
Ravi Bishnoi,KV Sharma,0,2,0,0.0
Ravi Bishnoi,M Prasidh Krishna,1,4,0,25.0
Ravi Bishnoi,MK Lomror,2,3,1,66.66666666666666
Ravi Bishnoi,MM Sharma,0,1,0,0.0
Ravi Bishnoi,Mukesh Kumar,1,1,0,100.0
Ravi Bishnoi,PJ Cummins,0,1,1,0.0
Ravi Bishnoi,PP Chawla,1,1,0,100.0
Ravi Bishnoi,Rasikh Salam,1,1,0,100.0
Ravi Bishnoi,SM Curran,3,2,1,150.0
Ravi Bishnoi,SN Thakur,2,3,1,66.66666666666666
Ravi Bishnoi,Sandeep Sharma,5,5,0,100.0
Ravi Bishnoi,T Natarajan,1,1,0,100.0
Ravi Bishnoi,TA Boult,0,1,1,0.0
S Anirudha,A Symonds,1,1,0,100.0
S Anirudha,AC Thomas,5,4,0,125.0
S Anirudha,B Kumar,0,2,1,0.0
S Anirudha,Harbhajan Singh,1,4,1,25.0
S Anirudha,Harmeet Singh,2,4,0,50.0
S Anirudha,Iqbal Abdulla,10,11,0,90.9090909090909
S Anirudha,JE Taylor,2,3,1,66.66666666666666
S Anirudha,JH Kallis,14,8,1,175.0
S Anirudha,KA Pollard,7,6,0,116.66666666666667
S Anirudha,L Balaji,7,8,0,87.5
S Anirudha,P Kumar,0,1,1,0.0
S Anirudha,PP Ojha,3,3,0,100.0
S Anirudha,Pankaj Singh,1,2,0,50.0
S Anirudha,R Bhatia,11,10,0,110.00000000000001
S Anirudha,RJ Harris,15,7,1,214.28571428571428
S Anirudha,RP Singh,8,11,1,72.72727272727273
S Anirudha,S Ladda,15,10,0,150.0
S Anirudha,SL Malinga,7,6,0,116.66666666666667
S Anirudha,SP Narine,2,3,0,66.66666666666666
S Anirudha,SR Watson,11,3,0,366.66666666666663
S Anirudha,SW Tait,6,3,0,200.0
S Anirudha,Shakib Al Hasan,1,2,1,50.0
S Anirudha,YK Pathan,7,9,0,77.77777777777779
S Aravind,A Nehra,0,1,1,0.0
S Aravind,A Singh,13,5,0,260.0
S Aravind,AJ Tye,4,7,0,57.14285714285714
S Aravind,B Kumar,0,1,0,0.0
S Aravind,BA Stokes,1,3,0,33.33333333333333
S Aravind,Basil Thampi,2,2,0,100.0
S Aravind,C de Grandhomme,1,1,0,100.0
S Aravind,CR Woakes,4,3,0,133.33333333333331
S Aravind,DJ Bravo,0,1,0,0.0
S Aravind,DT Christian,9,8,0,112.5
S Aravind,GB Hogg,0,2,0,0.0
S Aravind,GJ Maxwell,2,5,1,40.0
S Aravind,Imran Tahir,0,1,0,0.0
S Aravind,JD Unadkat,5,4,0,125.0
S Aravind,JP Faulkner,2,5,1,40.0
S Aravind,LH Ferguson,1,1,0,100.0
S Aravind,Pankaj Singh,1,1,0,100.0
S Aravind,RA Jadeja,1,2,0,50.0
S Aravind,RJ Harris,1,1,0,100.0
S Aravind,SJ Srivastava,10,4,0,250.0
S Aravind,VR Aaron,2,1,0,200.0
S Badree,AR Patel,0,1,1,0.0
S Badree,Ankit Soni,1,1,0,100.0
S Badree,CR Woakes,0,3,1,0.0
S Badree,GJ Maxwell,5,5,0,100.0
S Badree,Imran Tahir,1,2,1,50.0
S Badree,JD Unadkat,1,7,1,14.285714285714285
S Badree,MM Sharma,2,2,0,100.0
S Badree,RA Jadeja,2,2,1,100.0
S Badree,VR Aaron,1,2,0,50.0
S Badrinath,A Kumble,7,10,2,70.0
S Badrinath,A Mishra,18,22,1,81.81818181818183
S Badrinath,A Mithun,7,5,1,140.0
S Badrinath,A Nehra,19,22,1,86.36363636363636
S Badrinath,A Singh,21,13,0,161.53846153846155
S Badrinath,A Symonds,6,10,0,60.0
S Badrinath,AB Agarkar,15,7,0,214.28571428571428
S Badrinath,AB Dinda,7,8,0,87.5
S Badrinath,AB McDonald,1,2,0,50.0
S Badrinath,AC Thomas,8,6,0,133.33333333333331
S Badrinath,AC Voges,6,4,0,150.0
S Badrinath,AD Mascarenhas,7,5,0,140.0
S Badrinath,AD Mathews,17,8,0,212.5
S Badrinath,AJ Finch,7,4,0,175.0
S Badrinath,AL Menaria,2,6,0,33.33333333333333
S Badrinath,AM Nayar,34,23,0,147.82608695652172
S Badrinath,AM Salvi,3,3,0,100.0
S Badrinath,AN Ahmed,6,4,0,150.0
S Badrinath,Ankit Sharma,1,2,0,50.0
S Badrinath,Azhar Mahmood,0,2,1,0.0
S Badrinath,B Akhil,1,3,0,33.33333333333333
S Badrinath,B Kumar,22,16,0,137.5
S Badrinath,B Lee,7,5,0,140.0
S Badrinath,BA Bhatt,28,18,0,155.55555555555557
S Badrinath,BJ Hodge,12,7,1,171.42857142857142
S Badrinath,Bipul Sharma,1,1,0,100.0
S Badrinath,CRD Fernando,0,2,1,0.0
S Badrinath,DJ Bravo,30,24,1,125.0
S Badrinath,DJ Harris,3,3,0,100.0
S Badrinath,DL Vettori,10,9,2,111.11111111111111
S Badrinath,DP Nannes,8,10,0,80.0
S Badrinath,DR Smith,6,6,0,100.0
S Badrinath,DS Kulkarni,32,25,1,128.0
S Badrinath,DT Christian,9,13,1,69.23076923076923
S Badrinath,DW Steyn,8,4,0,200.0
S Badrinath,FH Edwards,1,4,0,25.0
S Badrinath,GB Hogg,1,5,1,20.0
S Badrinath,Harbhajan Singh,42,37,0,113.51351351351352
S Badrinath,Harmeet Singh,13,15,0,86.66666666666667
S Badrinath,I Sharma,14,6,0,233.33333333333334
S Badrinath,IK Pathan,29,25,1,115.99999999999999
S Badrinath,Iqbal Abdulla,7,6,0,116.66666666666667
S Badrinath,J Syed Mohammad,3,8,1,37.5
S Badrinath,J Theron,18,9,0,200.0
S Badrinath,JD Ryder,11,8,0,137.5
S Badrinath,JD Unadkat,1,1,0,100.0
S Badrinath,JE Taylor,12,10,0,120.0
S Badrinath,JH Kallis,11,14,1,78.57142857142857
S Badrinath,JJ van der Wath,5,3,1,166.66666666666669
S Badrinath,JP Duminy,3,6,0,50.0
S Badrinath,JR Hopes,38,20,0,190.0
S Badrinath,KA Pollard,49,49,2,100.0
S Badrinath,KK Cooper,3,4,0,75.0
S Badrinath,KP Pietersen,8,3,0,266.66666666666663
S Badrinath,KW Richardson,2,2,0,100.0
S Badrinath,Kamran Khan,5,4,0,125.0
S Badrinath,L Balaji,22,14,1,157.14285714285714
S Badrinath,LJ Wright,0,2,1,0.0
S Badrinath,LR Shukla,6,7,0,85.71428571428571
S Badrinath,M Kartik,64,47,0,136.17021276595744
S Badrinath,M Morkel,6,13,0,46.15384615384615
S Badrinath,MA Khote,2,1,0,200.0
S Badrinath,MG Johnson,0,5,2,0.0
S Badrinath,MM Patel,29,25,1,115.99999999999999
S Badrinath,MN Samuels,12,8,1,150.0
S Badrinath,MR Marsh,7,7,1,100.0
S Badrinath,MS Gony,6,4,0,150.0
S Badrinath,NLTC Perera,4,5,0,80.0
S Badrinath,P Awana,5,2,0,250.0
S Badrinath,P Kumar,7,14,0,50.0
S Badrinath,PJ Sangwan,24,14,0,171.42857142857142
S Badrinath,PP Chawla,31,29,1,106.89655172413792
S Badrinath,PP Ojha,28,26,3,107.6923076923077
S Badrinath,R Bhatia,21,20,1,105.0
S Badrinath,R McLaren,28,21,0,133.33333333333331
S Badrinath,R Sathish,6,6,0,100.0
S Badrinath,R Sharma,38,32,0,118.75
S Badrinath,R Vinay Kumar,26,20,2,130.0
S Badrinath,RA Jadeja,4,3,0,133.33333333333331
S Badrinath,RE van der Merwe,1,3,1,33.33333333333333
S Badrinath,RG Sharma,13,4,0,325.0
S Badrinath,RJ Harris,10,15,0,66.66666666666666
S Badrinath,RP Singh,17,19,3,89.47368421052632
S Badrinath,RR Powar,17,15,0,113.33333333333333
S Badrinath,RR Raje,23,11,0,209.0909090909091
S Badrinath,RV Gomez,3,4,1,75.0
S Badrinath,S Aravind,7,12,0,58.333333333333336
S Badrinath,S Nadeem,18,16,0,112.5
S Badrinath,S Narwal,5,2,0,250.0
S Badrinath,S Sreesanth,16,17,1,94.11764705882352
S Badrinath,SB Styris,0,3,0,0.0
S Badrinath,SE Bond,6,5,0,120.0
S Badrinath,SK Trivedi,24,20,0,120.0
S Badrinath,SK Warne,14,25,1,56.00000000000001
S Badrinath,SL Malinga,37,37,1,100.0
S Badrinath,SM Harwood,20,6,0,333.33333333333337
S Badrinath,SP Narine,2,3,0,66.66666666666666
S Badrinath,SR Watson,12,7,1,171.42857142857142
S Badrinath,ST Jayasuriya,0,1,0,0.0
S Badrinath,SW Tait,1,3,1,33.33333333333333
S Badrinath,Shahid Afridi,0,2,1,0.0
S Badrinath,Shoaib Ahmed,3,2,0,150.0
S Badrinath,Shoaib Malik,3,3,0,100.0
S Badrinath,Sohail Tanvir,6,3,0,200.0
S Badrinath,TM Dilshan,19,14,0,135.71428571428572
S Badrinath,TP Sudhindra,13,9,0,144.44444444444443
S Badrinath,UT Yadav,4,3,1,133.33333333333331
S Badrinath,V Kohli,11,8,0,137.5
S Badrinath,V Sehwag,6,6,0,100.0
S Badrinath,VR Aaron,7,8,0,87.5
S Badrinath,VRV Singh,28,16,1,175.0
S Badrinath,VY Mahesh,5,2,0,250.0
S Badrinath,WPUJC Vaas,4,7,0,57.14285714285714
S Badrinath,Y Venugopal Rao,4,1,0,400.0
S Badrinath,YK Pathan,31,24,0,129.16666666666669
S Badrinath,Yuvraj Singh,17,11,1,154.54545454545453
S Badrinath,Z Khan,13,22,0,59.09090909090909
S Chanderpaul,A Nehra,10,5,0,200.0
S Chanderpaul,AB Dinda,2,4,0,50.0
S Chanderpaul,DS Kulkarni,4,5,1,80.0
S Chanderpaul,I Sharma,5,8,1,62.5
S Chanderpaul,SM Pollock,2,2,0,100.0
S Chanderpaul,SR Watson,1,7,1,14.285714285714285
S Chanderpaul,Sohail Tanvir,1,2,0,50.0
S Dhawan,A Chandila,11,7,0,157.14285714285714
S Dhawan,A Choudhary,3,5,0,60.0
S Dhawan,A Kumble,2,3,0,66.66666666666666
S Dhawan,A Mishra,39,33,3,118.18181818181819
S Dhawan,A Mithun,12,7,0,171.42857142857142
S Dhawan,A Nehra,42,34,0,123.52941176470588
S Dhawan,A Nel,7,5,0,140.0
S Dhawan,A Nortje,3,5,0,60.0
S Dhawan,A Singh,17,10,1,170.0
S Dhawan,A Symonds,11,10,0,110.00000000000001
S Dhawan,A Zampa,3,5,1,60.0
S Dhawan,AB Agarkar,17,10,1,170.0
S Dhawan,AB Dinda,33,36,2,91.66666666666666
S Dhawan,AC Thomas,2,3,0,66.66666666666666
S Dhawan,AD Mathews,25,13,0,192.30769230769232
S Dhawan,AD Russell,63,37,1,170.27027027027026
S Dhawan,AF Milne,3,6,0,50.0
S Dhawan,AM Nayar,2,2,0,100.0
S Dhawan,AM Salvi,6,3,0,200.0
S Dhawan,AN Ahmed,25,23,0,108.69565217391303
S Dhawan,AR Patel,14,14,0,100.0
S Dhawan,AS Joseph,30,20,0,150.0
S Dhawan,AS Rajpoot,13,8,1,162.5
S Dhawan,Abhishek Sharma,14,12,0,116.66666666666667
S Dhawan,Akash Deep,13,6,0,216.66666666666666
S Dhawan,Akash Singh,21,10,0,210.0
S Dhawan,Anureet Singh,26,19,0,136.8421052631579
S Dhawan,Arshad Khan,1,1,0,100.0
S Dhawan,Arshdeep Singh,22,13,0,169.23076923076923
S Dhawan,Avesh Khan,8,5,0,160.0
S Dhawan,Azhar Mahmood,12,8,0,150.0
S Dhawan,Azmatullah Omarzai,1,1,0,100.0
S Dhawan,B Akhil,6,2,0,300.0
S Dhawan,B Kumar,89,87,3,102.29885057471265
S Dhawan,B Laughlin,12,8,0,150.0
S Dhawan,B Lee,36,31,1,116.12903225806453
S Dhawan,BA Bhatt,22,10,0,220.00000000000003
S Dhawan,BA Stokes,31,22,1,140.9090909090909
S Dhawan,BAW Mendis,6,5,0,120.0
S Dhawan,BB Sran,6,6,1,100.0
S Dhawan,BCJ Cutting,11,7,0,157.14285714285714
S Dhawan,BE Hendricks,10,5,0,200.0
S Dhawan,BJ Hodge,3,3,0,100.0
S Dhawan,BW Hilfenhaus,15,14,1,107.14285714285714
S Dhawan,Basil Thampi,17,13,1,130.76923076923077
S Dhawan,C Green,12,12,0,100.0
S Dhawan,C Munro,6,3,0,200.0
S Dhawan,C Sakariya,8,7,0,114.28571428571428
S Dhawan,CH Gayle,20,23,0,86.95652173913044
S Dhawan,CH Morris,54,40,1,135.0
S Dhawan,CJ Anderson,1,5,0,20.0
S Dhawan,CJ Jordan,11,12,0,91.66666666666666
S Dhawan,CK Kapugedera,10,4,0,250.0
S Dhawan,CR Brathwaite,13,7,1,185.71428571428572
S Dhawan,CR Woakes,12,6,1,200.0
S Dhawan,CV Varun,54,55,3,98.18181818181819
S Dhawan,D Pretorius,23,18,0,127.77777777777777
S Dhawan,D Salunkhe,3,4,0,75.0
S Dhawan,D Wiese,4,2,1,200.0
S Dhawan,DE Bollinger,17,17,1,100.0
S Dhawan,DG Nalkande,3,4,0,75.0
S Dhawan,DJ Bravo,132,88,3,150.0
S Dhawan,DJ Hooda,45,30,1,150.0
S Dhawan,DJ Hussey,8,4,0,200.0
S Dhawan,DJ Muthuswami,0,4,0,0.0
S Dhawan,DJ Willey,35,20,0,175.0
S Dhawan,DJG Sammy,8,6,0,133.33333333333331
S Dhawan,DJM Short,8,9,0,88.88888888888889
S Dhawan,DL Chahar,87,78,1,111.53846153846155
S Dhawan,DP Vijaykumar,5,9,0,55.55555555555556
S Dhawan,DR Sams,5,3,0,166.66666666666669
S Dhawan,DR Smith,10,7,1,142.85714285714286
S Dhawan,DS Kulkarni,127,94,2,135.1063829787234
S Dhawan,DT Christian,7,10,0,70.0
S Dhawan,DW Steyn,10,12,1,83.33333333333334
S Dhawan,Fazalhaq Farooqi,12,12,1,100.0
S Dhawan,GB Hogg,17,16,1,106.25
S Dhawan,GC Viljoen,14,7,2,200.0
S Dhawan,GHS Garton,7,8,0,87.5
S Dhawan,GJ Maxwell,82,51,3,160.7843137254902
S Dhawan,Gurkeerat Singh,2,2,0,100.0
S Dhawan,HH Pandya,35,29,1,120.6896551724138
S Dhawan,HV Patel,42,38,2,110.5263157894737
S Dhawan,Harbhajan Singh,147,123,4,119.51219512195121
S Dhawan,Harmeet Singh,0,1,1,0.0
S Dhawan,Harpreet Brar,18,12,0,150.0
S Dhawan,Harshit Rana,10,7,0,142.85714285714286
S Dhawan,I Sharma,41,41,4,100.0
S Dhawan,I Udana,14,10,1,140.0
S Dhawan,IC Pandey,2,3,0,66.66666666666666
S Dhawan,IK Pathan,56,46,3,121.73913043478262
S Dhawan,IS Sodhi,0,1,1,0.0
S Dhawan,Imran Tahir,11,8,1,137.5
S Dhawan,Iqbal Abdulla,15,13,1,115.38461538461537
S Dhawan,J Botha,22,30,2,73.33333333333333
S Dhawan,J Little,8,9,1,88.88888888888889
S Dhawan,J Suchith,32,24,0,133.33333333333331
S Dhawan,J Syed Mohammad,6,8,1,75.0
S Dhawan,J Yadav,54,46,2,117.3913043478261
S Dhawan,JA Morkel,51,33,1,154.54545454545453
S Dhawan,JA Richardson,13,8,1,162.5
S Dhawan,JC Archer,9,8,1,112.5
S Dhawan,JD Unadkat,70,44,1,159.0909090909091
S Dhawan,JDP Oram,17,15,0,113.33333333333333
S Dhawan,JDS Neesham,9,6,0,150.0
S Dhawan,JEC Franklin,6,4,0,150.0
S Dhawan,JH Kallis,43,26,2,165.3846153846154
S Dhawan,JJ Bumrah,105,89,1,117.97752808988764
S Dhawan,JJ van der Wath,9,6,0,150.0
S Dhawan,JL Pattinson,6,4,0,150.0
S Dhawan,JO Holder,67,54,1,124.07407407407408
S Dhawan,JP Duminy,12,8,1,150.0
S Dhawan,JP Faulkner,23,25,4,92.0
S Dhawan,JPR Scantlebury-Searles,5,3,0,166.66666666666669
S Dhawan,JR Hazlewood,19,23,1,82.6086956521739
S Dhawan,JW Hastings,1,4,0,25.0
S Dhawan,Jalaj S Saxena,17,11,0,154.54545454545453
S Dhawan,Jaskaran Singh,2,4,1,50.0
S Dhawan,Joginder Sharma,23,14,0,164.28571428571428
S Dhawan,K Goel,6,4,0,150.0
S Dhawan,K Gowtham,13,9,1,144.44444444444443
S Dhawan,K Kartikeya,3,5,0,60.0
S Dhawan,K Rabada,6,4,0,150.0
S Dhawan,KA Jamieson,0,3,1,0.0
